Genus,Sample,Samples_type,pilot,granule_type,year,mean_abundance
Lentimicrobium,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.009267397296311576
LiUU-11-161,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.009267397296311576
Pseudolabrys,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.009267397296311576
Staphylococcus,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.009267397296311576
Uruburuella,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.009267397296311576
Vitreoscilla,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.009267397296311576
BSV13,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.008968448996430557
Candidatus_Aquirestis,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.008968448996430557
SBR1031,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.008968448996430557
Vermiphilaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.008968448996430557
Williamwhitmania,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.008968448996430557
eub62A3,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.008968448996430557
Cavicella,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.008669500696549539
Corynebacterium,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.008669500696549539
Genus of Polyangiaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.008669500696549539
Pseudoxanthomonas,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.008669500696549539
Sumerlaea,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.008669500696549539
Blastopirellula,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.00837055239666852
Tolumonas,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.008370552396668519
Blautia,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.008071604096787501
Genus of Peptostreptococcaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.008071604096787501
Microcystis_PCC-7914,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.008071604096787501
cvE6,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.008071604096787501
Cyanobium_PCC-6307,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0077726557969064825
GOUTA6,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0077726557969064825
Genus of Nocardioidaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0077726557969064825
Luteitalea,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0077726557969064825
Lutispora,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0077726557969064825
Streptomyces,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0077726557969064825
Anaerolinea,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.007473707497025464
Anaerovorax,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.007473707497025464
Dermatophilaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.007473707497025464
Fusicatenibacter,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.007473707497025464
Latescibacterota,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.007473707497025464
R7C24,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.007473707497025464
Vampirovibrionales,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.007473707497025464
Genus of Acidimicrobiia,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.007174759197144446
Genus of Flavobacteriaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.007174759197144446
Kapabacteriales,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.007174759197144446
Paludisphaera,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.007174759197144446
Porphyrobacter,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.007174759197144446
Candidatus_Gottesmanbacteria,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.006875810897263427
Genus of Rickettsiales,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.006875810897263427
Jatrophihabitans,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.006875810897263427
OM60(NOR5)_clade,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.006875810897263427
Dialister,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0065768625973824085
Genus of Acidaminococcaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0065768625973824085
Genus of Zavarziniales,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0065768625973824085
Obscuribacteraceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0065768625973824085
Polymorphobacter,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0065768625973824085
Genus of Chromatiaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.00627791429750139
Genus of Lachnospiraceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.00627791429750139
Genus of Parachlamydiaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.00627791429750139
C10-SB1A,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.005978965997620371
Candidatus_Alysiosphaera,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.005978965997620371
Candidatus_Protochlamydia,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.005978965997620371
Clostridia_UCG-014,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.005978965997620371
Genus of Myxococcaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.005978965997620371
Georgenia,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.005978965997620371
Holdemanella,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.005978965997620371
Limnobacter,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.005978965997620371
Methyloparacoccus,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.005978965997620371
[Ruminococcus]_torques_group,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.005978965997620371
oc32,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.005978965997620371
Elev-16S-1166,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.005680017697739353
Genus of Pleomorphomonadaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.005680017697739353
Genus of Erysipelotrichaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.005680017697739352
Brachybacterium,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.005381069397858334
Chitinivorax,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.005381069397858334
Denitratisoma,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.005381069397858334
Genus of Amoebophilaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.005381069397858334
Fusibacter,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0053810693978583336
Abditibacterium,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.005082121097977316
Lewinella,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.005082121097977316
P3OB-42,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.005082121097977316
Parcubacteria,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.005082121097977316
Rs-M47,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.005082121097977316
UCG-002,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.005082121097977316
Aquisphaera,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.004783172798096297
Beutenbergiaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.004783172798096297
Blfdi19,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.004783172798096297
Curvibacter,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.004783172798096297
Genus of Ruminococcaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.004783172798096297
KI89A_clade,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.004783172798096297
Labrys,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.004783172798096297
Microbispora,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.004783172798096297
Proteiniclasticum,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.004783172798096297
Thermobispora,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.004783172798096297
Acidaminococcus,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.004484224498215278
Genus of Nitrosomonadaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.004484224498215278
Gordonibacter,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.004484224498215278
Hydrogenedensaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.004484224498215278
Lawsonella,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.004484224498215278
S0134_terrestrial_group,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.004484224498215278
Eubacterium,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.00418527619833426
Genus of Parcubacteria,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.00418527619833426
028H05-P-BN-P5,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0041852761983342595
Brevifollis,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0041852761983342595
Genus of Microgenomatia,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0041852761983342595
Lacibacter,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0041852761983342595
MBNT15,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0041852761983342595
Malikia,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0041852761983342595
Oerskovia,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0041852761983342595
Prevotella,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0041852761983342595
Roseburia,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0041852761983342595
Turneriella,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0041852761983342595
[Eubacterium]_eligens_group,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0041852761983342595
Methanobacterium,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0038863278984532417
Amaricoccus,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0038863278984532412
Candidatus_Zambryskibacteria,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0038863278984532412
FukuN18_freshwater_group,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0038863278984532412
Genus of Sutterellaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0038863278984532412
Pleurocapsa_PCC-7319,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0038863278984532412
Pseudanabaena_PCC-7429,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0038863278984532412
[Cytophaga]_xylanolytica_group,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0038863278984532412
Burkholderia-Caballeronia-Paraburkholderia,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.003587379598572223
Genus of Armatimonadota,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.003587379598572223
Genus of Eggerthellaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.003587379598572223
Genus of Patescibacteria,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.003587379598572223
Genus of Phormidiaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.003587379598572223
Genus of Solirubrobacteraceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.003587379598572223
Geobacillus,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.003587379598572223
NK4A214_group,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.003587379598572223
Paludibacterium,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.003587379598572223
Psychrobacter,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.003587379598572223
Ureibacillus,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.003587379598572223
[Ruminococcus]_gauvreauii_group,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.003587379598572223
Candidatus_Pacebacteria,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0035873795985722225
Aestuariimicrobium,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0032884312986912042
Anaerostipes,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0032884312986912042
Brevibacterium,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0032884312986912042
Erysipelothrix,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0032884312986912042
Ga0077536,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0032884312986912042
Genus of Leptotrichiaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0032884312986912042
Hydrogenispora,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0032884312986912042
LD29,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0032884312986912042
Leptolinea,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0032884312986912042
OLB12,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0032884312986912042
Propionicimonas,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0032884312986912042
Pseudoclavibacter,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0032884312986912042
S085,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0032884312986912042
Tepidisphaeraceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0032884312986912042
Agathobacter,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0029894829988101855
Defluviitaleaceae_UCG-011,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0029894829988101855
Desulfomonile,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0029894829988101855
Enhydrobacter,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0029894829988101855
Gallicola,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0029894829988101855
Genus of Veillonellales-Selenomonadales,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0029894829988101855
Ilumatobacter,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0029894829988101855
Lamprocystis,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0029894829988101855
Planifilum,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0029894829988101855
Succinispira,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0029894829988101855
Sulfurospirillum,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0029894829988101855
Symbiobacterium,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0029894829988101855
Candidatus_Bealeia,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.002690534698929167
Candidatus_Lloydbacteria,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.002690534698929167
Chthonobacter,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.002690534698929167
Craurococcus-Caldovatus,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.002690534698929167
Eggerthella,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.002690534698929167
Gaiella,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.002690534698929167
Genus of Bacillaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.002690534698929167
Genus of Fibrobacteraceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.002690534698929167
Genus of Methyloligellaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.002690534698929167
Genus of Planctomycetes,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.002690534698929167
Genus of Sphingobacteriaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.002690534698929167
Mogibacterium,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.002690534698929167
Peredibacter,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.002690534698929167
Rhodanobacter,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.002690534698929167
Taibaiella,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.002690534698929167
Thioalkalivibrio,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.002690534698929167
Alkanindiges,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0026905346989291668
Coprococcus,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0026905346989291668
Enterorhabdus,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0026905346989291668
Genus of Elsteraceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0026905346989291668
Beggiatoa,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0023915863990481485
Candidatus_Captivus,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0023915863990481485
Candidatus_Peregrinibacteria,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0023915863990481485
Cephaloticoccus,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0023915863990481485
Dermatophilus,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0023915863990481485
Friedmanniella,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0023915863990481485
Genus of Caedibacteraceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0023915863990481485
Genus of Defluviicoccales,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0023915863990481485
Genus of Weeksellaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0023915863990481485
Nocardiopsis,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0023915863990481485
Sandaracinus,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0023915863990481485
Smithella,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0023915863990481485
Thermoclostridium,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0023915863990481485
Vogesella,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0023915863990481485
Actinomadura,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0020926380991671298
Candidatus_Endoecteinascidia,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0020926380991671298
Candidatus_Xiphinematobacter,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0020926380991671298
DMER64,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0020926380991671298
Desulfobulbus,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0020926380991671298
Genus of Aeromonadales,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0020926380991671298
Genus of Chlamydiales,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0020926380991671298
Genus of Cryomorphaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0020926380991671298
Genus of Phycisphaeraceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0020926380991671298
Longilinea,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0020926380991671298
Megamonas,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0020926380991671298
Parabacteroides,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0020926380991671298
Phaeodactylibacter,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0020926380991671298
Proteiniphilum,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0020926380991671298
Rhodomicrobium,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0020926380991671298
SCGC_AAA011-D5,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0020926380991671298
Slackia,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0020926380991671298
Alysiella,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0017936897992861115
Ancylobacter,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0017936897992861115
Aurantisolimonas,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0017936897992861115
B2M28,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0017936897992861115
Barnesiella,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0017936897992861115
Candidatus_Cloacimonas,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0017936897992861115
Colidextribacter,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0017936897992861115
Deinococcus,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0017936897992861115
Epulopiscium,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0017936897992861115
Fokiniaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0017936897992861115
Genus of Chroococcidiopsaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0017936897992861115
Genus of Criblamydiaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0017936897992861115
Genus of Paludibacteraceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0017936897992861115
Genus of Saccharimonadales,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0017936897992861115
IheB3-7,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0017936897992861115
KD3-10,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0017936897992861115
Lachnospiraceae_ND3007_group,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0017936897992861115
Monoglobus,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0017936897992861115
RCP2-54,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0017936897992861115
Aminicenantales,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0014947414994050928
Cellulosilyticum,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0014947414994050928
Genus of Ktedonobacteraceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0014947414994050928
Genus of Polyangia,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0014947414994050928
Genus of Silvanigrellaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0014947414994050928
Kaistia,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0014947414994050928
Larkinella,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0014947414994050928
Microlunatus,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0014947414994050928
Solirubrobacter,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0014947414994050928
Solitalea,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0014947414994050928
Starkeya,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0014947414994050928
