Genus,Sample,Samples_type,pilot,granule_type,year,mean_abundance
Pedomicrobium,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.17936897992861114
Lacihabitans,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.17667844522968196
Rurimicrobium,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.17339001393099077
Genus of Micropepsaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.17129737583182364
1-20,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.16741104793337042
Genus of Pedosphaeraceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.16651420303372735
Lacunisphaera,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.16382366833479817
JGI_0001001-H03,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.16083418533598798
Conexibacter,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.16023628873622595
Bacillus,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.15993734043634494
Acidovorax,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.15963839213646394
alphaI_cluster,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.1596383921364639
Bradyrhizobium,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.15724680573741576
Fimbriimonadaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.15694785743753475
Genus of Gammaproteobacteria,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.15694785743753475
Coxiella,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.1560510125378917
Genus of Microtrichaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.15545311593812966
Methylotenera,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.15515416763824863
Brevibacillus,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.1545562710384866
Pirellula,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.15336047783896253
Bryobacter,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.15246363293931947
Mycobacterium,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.15246363293931947
A0839,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.1515667880396764
Vicinamibacteraceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.14857730504086625
Genus of Microbacteriaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.14768046014122319
Lactococcus,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.1461857186418181
Tahibacter,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.14439202884253197
Giesbergeria,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.14110359754384078
Candidatus_Nitrotoga,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.13960885604443568
NS11-12_marine_group,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.13930990774455465
Duganella,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.1381141145450306
Acidibacter,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.13602147644586346
Aquabacterium,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.13333094174693427
Clostridium_sensu_stricto_9,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.13303199344705327
Blastocatella,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.13243409684729124
Genus of Pirellulaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.13243409684729124
Genus of Holophagaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.1318362002475292
Genus of Steroidobacteraceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.13034145874812408
Subgroup_7,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.12914566554860002
OM190,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.128547768948838
A4b,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.12794987234907595
Candidatus_Woesebacteria,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.12585723424990883
IMCC26207,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.12197090635145558
Genus of Isosphaeraceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.11868247505276437
Genus of Gemmataceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.11479614715431113
Subgroup_10,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.11270350905514401
Afipia,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.11150771585561993
Lautropia,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.11150771585561993
Tundrisphaera,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.11120876755573891
0319-6G20,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.11090981925585788
Iamia,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.11031192265609585
Candidatus_Obscuribacter,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.10881718115669076
Candidatus_Moranbacteria,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.10851823285680975
Parvibium,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.10851823285680975
Thiothrix,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.10672454305752363
Clostridium_sensu_stricto_13,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.10493085325823752
Subgroup_17,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.1046319049583565
Genus of Gallionellaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.10373506005871345
Rhizobacter,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.10313716345895141
WPS-2,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.10253926685918938
Pajaroellobacter,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.10194137025942733
Flavihumibacter,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.1016424219595463
UKL13-1,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0998487321602602
Sphingomonas,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.09925083556049817
C39,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.09865293896073614
mle1-27,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.09865293896073613
67-14,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.096560300861569
Genus of Intrasporangiaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0950655593621639
Nocardioides,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.09416871446252086
Genus of Kineosporiaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.09416871446252084
Caulobacter,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.09267397296311576
Chryseobacterium,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.09117923146371065
Candidatus_Paracaedibacter,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0884886967647815
JG30-KF-CM45,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0884886967647815
Tychonema_CCAP_1459-11B,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0884886967647815
Genus of Ilumatobacteraceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.08818974846490048
Genus of Micavibrionales,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.08759185186513845
Turicibacter,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.08729290356525742
Gracilibacteria,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.08639605866561437
Verrucomicrobium,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.08460236886632826
Devosia,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.08400447226656622
DEV114,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.08131393756763705
PLTA13,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.08041709266799399
Candidatus_Nomurabacteria,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.07892235116858891
Genus of Microscillaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.07772655796906483
RBG-13-54-9,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.07712866136930278
Phaselicystis,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.07623181646965974
Amb-16S-1323,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0756339198698977
B1-7BS,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.07473707497025464
Terrimicrobium,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.07473707497025464
Pseudomonas,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.07324233347084955
BD1-7_clade,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0723454885712065
Gemmata,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0723454885712065
Enterococcus,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.07234548857120648
Aquaspirillum,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.07204654027132548
Stenotrophobacter,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.07204654027132548
Genus of Rhodanobacteraceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.07174759197144445
Actinomyces,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.07144864367156344
Neochlamydia,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0708507470718014
Acidaminobacter,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.07055179877192039
Aminobacter,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.07055179877192039
Genus of Spirosomaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.07025285047203937
Genus of Rickettsiaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0690570572725153
Caedibacter,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.06845916067275326
AB1,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.06845916067275325
Bifidobacterium,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.06786126407299121
AKYG1722,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.06666547087346715
Sphingobium,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.06457283277430001
CL500-29_marine_group,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.06397493617453798
Genus of Beijerinckiaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.06307809127489492
Methanobrevibacter,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0627791429750139
Luteolibacter,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.061284401475608805
SM2D12,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.06098545317572779
Streptococcus,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.06068650487584677
Phreatobacter,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.060387556575965756
Lentimicrobiaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.059490711676322694
Ahniella,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.05919176337644168
Candidatus_Berkiella,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.05829491847679863
37-13,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.05769702187703658
Acinetobacter,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.05769702187703658
Genus of Rhodospirillales,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.05739807357715557
Nannocystis,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.05560438377786946
Ideonella,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.05560438377786945
Genus of Gemmatimonadaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.054707538878226394
Genus of Burkholderiales,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.054408590578345385
Aeromonas,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.053212797378821314
Candidatus_Finniella,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.05321279737882131
Longivirga,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.05321279737882131
Lysinibacillus,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.05291384907894029
Genus of Gaiellales,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.052913849078940284
Genus of Actinomycetaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.052017004179297235
Babeliaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.05171805587941621
Genus of Rhodospirillaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.05141910757953519
Microbacterium,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.05082121097977316
Candidatus_Megaira,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.05022331438001112
MND1,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.044842244982152786
Genus of Acetobacteraceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.04424434838239075
Paludibacter,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.04394540008250973
TM7a,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.04394540008250973
[Agitococcus]_lubricus_group,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.043048555182866675
Bauldia,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.04274960688298565
Janthinobacterium,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.04274960688298565
Genus of Roseiflexaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.042450658583104636
Sphingopyxis,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.041852761983342604
Paeniclostridium,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.041254865383580565
Intrasporangiaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.03976012388417548
Nitrosospira,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.03946117558429445
Roseomonas,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.038863278984532415
Fluviicola,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.03796643408488936
Ramlibacter,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.03796643408488936
SM1A02,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.03766748578500834
Cytophaga,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.037069589185246304
WCHB1-41,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.037069589185246304
Zoogloea,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.036471692585484265
Emticicia,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0355748476858412
Genus of Hyphomicrobiaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.035275899385960194
Genus of Xanthobacteraceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.03497695108607917
Gordonia,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.03497695108607917
Comamonas,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.034678002786198155
Genus of Prolixibacteraceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.034080106186436115
WD260,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.034080106186436115
Collinsella,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0337811578865551
Opitutus,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0337811578865551
BSV26,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.03348220958667408
Genus of Dermatophilaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.03348220958667408
Marmoricola,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.03318326128679307
Geothrix,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.03318326128679306
Holophagaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.032884312986912044
Pseudorhodoplanes,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.032884312986912044
Rivicola,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.03258536468703103
Unknown_Family,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.03258536468703102
Pseudarcobacter,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.032286416387150005
Tessaracoccus,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.032286416387150005
Thiocapsa,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.032286416387150005
Bacteroides,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.03198746808726899
Acetobacteroides,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.031389571487506956
Genus of Arcobacteraceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.03138957148750695
PHOS-HE36,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.03138957148750695
Subdoligranulum,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.03109062318762593
Candidatus_Gortzia,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.030492726587863898
UBA12409,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.030193778287982878
A21b,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.029894829988101855
Lentimonas,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.029894829988101855
Genus of Sandaracinaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.028997985088458803
Genus of Eubacteriaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0289979850884588
OLB14,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.028699036788577784
Planctopirus,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.028699036788577784
Genus of Microtrichales,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.028101140188815744
11-24,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.027802191888934725
Chthoniobacter,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.027802191888934725
Reyranella,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.02690534698929167
IS-44,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.026606398689410657
Gastranaerophilales,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.026606398689410653
Fimbriiglobus,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.026307450389529634
Candidatus_Saccharimonas,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.025709553789767598
Desulfovibrio,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.025709553789767598
Leptothrix,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.025709553789767598
Leptotrichia,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.025709553789767598
TK10,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.02541060548988658
Runella,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.02511165719000556
Genus of Enterobacteriaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.02481270889012454
Fonticella,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0242148122903625
Akkermansia,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.023915863990481484
Genus of Yersiniaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.023915863990481484
Pir4_lineage,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.023616915690600464
Pelosinus,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.02331796739071945
Holospora,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.02272007079095741
Terrisporobacter,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.02272007079095741
Cutibacterium,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.022421122491076393
Halomonas,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.022421122491076393
Shewanella,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.021524277591433338
KD4-96,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.021524277591433334
Massilia,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.021524277591433334
Paludibaculum,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.021524277591433334
Thauera,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.021524277591433334
Genus of Rhodothermaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0209263809916713
Methylocystis,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0209263809916713
Pedobacter,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.0209263809916713
PB19,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.020627432691790282
WCHB1-32,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.020627432691790282
Aquicella,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.020328484391909263
Bacteroidetes_vadinHA17,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.020328484391909263
Sphaerotilus,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.020328484391909263
Gemmatimonas,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.019431639492266208
Absconditabacteriales_(SR1),ALAR.8,Backwash_water,A_used_granules,NA,2022,0.019132691192385188
Genus of Paracaedibacteraceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.019132691192385188
Caenarcaniphilales,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.018833742892504172
BD72BR169,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.01883374289250417
Genus of Arenicellaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.018534794592623152
DEV007,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.017936897992861113
Dongia,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.017936897992861113
Genus of Desulfobacterota,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.017637949692980097
Genus of Reyranellaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.017339001393099077
Micropruina,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.017339001393099077
GKS98_freshwater_group,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.017040053093218058
T34,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.017040053093218058
Crenothrix,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.016741104793337038
Nakamurella,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.016741104793337038
Senegalimassilia,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.016442156493456022
IMCC26256,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.016143208193575002
Rickettsia,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.016143208193575002
Yersinia,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.016143208193575002
Fluviicoccus,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.015844259893693986
KD1-131,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.015545311593812965
Stenotrophomonas,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.015545311593812965
Pedosphaeraceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.015246363293931947
Xanthobacter,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.015246363293931947
Genus of Blastocatellaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.014947414994050928
KD3-93,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.014947414994050928
LWQ8,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.014947414994050928
Methanosarcina,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.014947414994050928
Rhodococcus,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.014947414994050928
Inquilinus,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.014648466694169911
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.01464846669416991
Genus of Xanthomonadaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.01464846669416991
Christensenellaceae_R-7_group,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.014648466694169908
Ruminococcus,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.014648466694169908
Brooklawnia,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.014050570094407874
Candidatus_Contendobacter,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.014050570094407874
Methanosphaera,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.014050570094407874
Candidatus_Collierbacteria,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.014050570094407872
Leucobacter,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.014050570094407872
Zavarzinella,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.014050570094407872
CCM19a,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.013751621794526854
Genus of Rikenellaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.013751621794526854
Aridibacter,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.013452673494645837
NB1-j,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.013452673494645837
Genus of Babeliales,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.013452673494645835
Genus of Simkaniaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.013452673494645835
TRA3-20,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.013153725194764817
ADurb.Bin063-1,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.012854776894883797
Sericytochromatia,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.012854776894883797
mle1-7,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.012854776894883797
Lactobacillus,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.01255582859500278
Raoultella,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.01255582859500278
Stella,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.01255582859500278
Acetobacterium,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.012256880295121762
Armatimonas,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.012256880295121762
Genus of Hydrogenophilaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.011957931995240742
Kocuria,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.011957931995240742
Rubrivivax,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.011957931995240742
Bosea,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.011658983695359724
Haliscomenobacter,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.011658983695359724
JG30-KF-CM66,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.011658983695359724
MVP-88,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.011658983695359724
Rhodovastum,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.011658983695359724
Genus of Elsterales,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.011360035395478706
Macellibacteroides,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.011360035395478706
Aurantimicrobium,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.011360035395478705
Bacteriovorax,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.011360035395478705
Oikopleura,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.011360035395478705
Candidatus_Shapirobacteria,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.011061087095597687
Cloacibacterium,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.011061087095597687
Escherichia-Shigella,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.011061087095597687
Uliginosibacterium,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.011061087095597687
Verticiella,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.011061087095597687
Zymophilus,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.011061087095597687
Genus of Bacteroidia,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.010762138795716669
Genus of Devosiaceae,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.010762138795716669
Sarcina,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.010762138795716669
Alistipes,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.010463190495835651
Leptospira,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.010164242195954631
Methanosaeta,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.010164242195954631
Nordella,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.010164242195954631
Prosthecomicrobium,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.010164242195954631
Clostridium_sensu_stricto_12,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.009865293896073612
Pseudonocardia,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.009865293896073612
Paracoccus,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.009566345596192594
Propioniciclava,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.009566345596192594
Defluviicoccus,ALAR.8,Backwash_water,A_used_granules,NA,2022,0.009267397296311576
